date,airport_arrivals,airport_arrivals_lag1,cruise_ship_flag,ships_in_port_count,cruise_passenger_estimate,bank_holiday_flag,aviva_event_flag,croke_park_event_flag,nearby_venue_event_flag,city_event_flag,event_impact_score,event_names,school_holiday_flag,college_term_flag,payday_period_flag,days_from_payday,st_patricks_week_flag,bloomsday_flag,bloomsday_week_flag,summer_tourism_flag,christmas_market_flag,new_years_eve_flag,new_years_day_flag,major_sports_event_flag
2024-10-12,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2024-10-13,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2024-10-14,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2024-10-15,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2024-10-16,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2024-10-17,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2024-10-18,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2024-10-19,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2024-10-20,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,0,0,0,0
2024-10-21,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2024-10-22,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2024-10-23,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2024-10-24,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2024-10-25,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2024-10-26,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,1,1,1,0,0,0,0,0,0,0,0
2024-10-27,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,1,1,2,0,0,0,0,0,0,0,0
2024-10-28,92076,92076,0,0,0,1,0,0,0,0,0.0,,1,1,1,3,0,0,0,0,0,0,0,0
2024-10-29,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,1,1,4,0,0,0,0,0,0,0,0
2024-10-30,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,1,1,5,0,0,0,0,0,0,0,0
2024-10-31,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,1,1,6,0,0,0,0,0,0,0,0
2024-11-01,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,1,1,-4,0,0,0,0,0,0,0,0
2024-11-02,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2024-11-03,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2024-11-04,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2024-11-05,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2024-11-06,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2024-11-07,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2024-11-08,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2024-11-09,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2024-11-10,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2024-11-11,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2024-11-12,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2024-11-13,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2024-11-14,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2024-11-15,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2024-11-16,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2024-11-17,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2024-11-18,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2024-11-19,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2024-11-20,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,1,0,0,0
2024-11-21,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,1,0,0,0
2024-11-22,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,1,0,0,0
2024-11-23,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,1,0,0,0
2024-11-24,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,1,0,0,0
2024-11-25,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,1,0,0,0
2024-11-26,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,1,0,0,0
2024-11-27,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,1,0,0,0
2024-11-28,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,1,0,0,0
2024-11-29,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,4,0,0,0,0,1,0,0,0
2024-11-30,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,5,0,0,0,0,1,0,0,0
2024-12-01,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-4,0,0,0,0,1,0,0,0
2024-12-02,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,1,0,0,0
2024-12-03,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,1,0,0,0
2024-12-04,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,1,0,0,0
2024-12-05,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,1,0,0,0
2024-12-06,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,1,0,0,0
2024-12-07,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,1,0,0,0
2024-12-08,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,1,0,0,0
2024-12-09,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,1,0,0,0
2024-12-10,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,1,0,0,0
2024-12-11,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,1,0,0,0
2024-12-12,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,1,0,0,0
2024-12-13,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,8,0,0,0,0,1,0,0,0
2024-12-14,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,9,0,0,0,0,1,0,0,0
2024-12-15,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,10,0,0,0,0,1,0,0,0
2024-12-16,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,11,0,0,0,0,1,0,0,0
2024-12-17,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,12,0,0,0,0,1,0,0,0
2024-12-18,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,13,0,0,0,0,1,0,0,0
2024-12-19,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,14,0,0,0,0,1,0,0,0
2024-12-20,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,15,0,0,0,0,1,0,0,0
2024-12-21,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,16,0,0,0,0,1,0,0,0
2024-12-22,92076,92076,0,0,0,0,0,0,0,0,0.0,,0,0,0,17,0,0,0,0,1,0,0,0
2024-12-23,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,0,18,0,0,0,0,1,0,0,0
2024-12-24,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,0,19,0,0,0,0,0,0,0,0
2024-12-25,92076,92076,0,0,0,1,0,0,0,0,0.0,,1,0,1,0,0,0,0,0,0,0,0,0
2024-12-26,92076,92076,0,0,0,1,0,0,0,0,0.0,,1,0,1,1,0,0,0,0,0,0,0,0
2024-12-27,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,1,2,0,0,0,0,0,0,0,0
2024-12-28,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,1,3,0,0,0,0,0,0,0,0
2024-12-29,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,1,4,0,0,0,0,0,0,0,0
2024-12-30,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,1,5,0,0,0,0,0,0,0,0
2024-12-31,92076,92076,0,0,0,0,0,0,0,0,0.0,,1,0,1,6,0,0,0,0,0,1,0,0
2025-01-01,92822,92076,0,0,0,1,0,0,0,0,0.0,,1,0,1,-4,0,0,0,0,0,0,1,0
2025-01-02,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,0,1,-3,0,0,0,0,0,0,0,0
2025-01-03,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,0,1,-2,0,0,0,0,0,0,0,0
2025-01-04,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,0,1,-1,0,0,0,0,0,0,0,0
2025-01-05,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,0,1,0,0,0,0,0,0,0,0,0
2025-01-06,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,0,0,1,0,0,0,0,0,0,0,0
2025-01-07,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,2,0,0,0,0,0,0,0,0
2025-01-08,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,3,0,0,0,0,0,0,0,0
2025-01-09,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,4,0,0,0,0,0,0,0,0
2025-01-10,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,5,0,0,0,0,0,0,0,0
2025-01-11,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,6,0,0,0,0,0,0,0,0
2025-01-12,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,7,0,0,0,0,0,0,0,0
2025-01-13,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,8,0,0,0,0,0,0,0,0
2025-01-14,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,0,0,9,0,0,0,0,0,0,0,0
2025-01-15,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-01-16,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-01-17,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2025-01-18,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2025-01-19,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2025-01-20,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,0,0,0,0
2025-01-21,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2025-01-22,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2025-01-23,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2025-01-24,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2025-01-25,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-01-26,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,0,0,0,0
2025-01-27,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,0,0,0,0
2025-01-28,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,0,0,0,0
2025-01-29,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,4,0,0,0,0,0,0,0,0
2025-01-30,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,5,0,0,0,0,0,0,0,0
2025-01-31,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,6,0,0,0,0,0,0,0,0
2025-02-01,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-4,0,0,0,0,0,0,0,0
2025-02-02,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-02-03,92822,92822,0,0,0,1,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-02-04,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-02-05,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-02-06,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-02-07,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-02-08,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-02-09,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-02-10,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-02-11,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-02-12,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-02-13,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-02-14,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-02-15,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-02-16,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,1,0,11,0,0,0,0,0,0,0,0
2025-02-17,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,1,0,12,0,0,0,0,0,0,0,0
2025-02-18,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,1,0,13,0,0,0,0,0,0,0,0
2025-02-19,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,1,0,14,0,0,0,0,0,0,0,0
2025-02-20,92822,92822,0,0,0,0,0,0,0,0,0.0,,1,1,0,15,0,0,0,0,0,0,0,0
2025-02-21,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2025-02-22,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2025-02-23,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2025-02-24,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2025-02-25,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-02-26,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,0,0,0,0
2025-02-27,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,0,0,0,0
2025-02-28,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,0,0,0,0
2025-03-01,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-4,0,0,0,0,0,0,0,0
2025-03-02,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-03-03,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-03-04,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-03-05,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-03-06,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-03-07,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-03-08,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-03-09,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-03-10,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-03-11,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-03-12,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-03-13,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,1,0,0,0,0,0,0,0
2025-03-14,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,1,0,0,0,0,0,0,0
2025-03-15,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,1,0,0,0,0,0,0,0
2025-03-16,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,1,0,0,0,0,0,0,0
2025-03-17,92822,92822,0,0,0,1,0,0,0,0,0.0,,0,1,0,12,1,0,0,0,0,0,0,0
2025-03-18,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,13,0,0,0,0,0,0,0,0
2025-03-19,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,14,0,0,0,0,0,0,0,0
2025-03-20,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,15,0,0,0,0,0,0,0,0
2025-03-21,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,16,0,0,0,0,0,0,0,0
2025-03-22,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,17,0,0,0,0,0,0,0,0
2025-03-23,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,18,0,0,0,0,0,0,0,0
2025-03-24,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,0,19,0,0,0,0,0,0,0,0
2025-03-25,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-03-26,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,1,0,0,0,0,0,0,0,0
2025-03-27,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,2,0,0,0,0,0,0,0,0
2025-03-28,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,3,0,0,0,0,0,0,0,0
2025-03-29,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,4,0,0,0,0,0,0,0,0
2025-03-30,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,5,0,0,0,0,0,0,0,0
2025-03-31,92822,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,6,0,0,0,0,0,0,0,0
2025-04-01,102274,92822,0,0,0,0,0,0,0,0,0.0,,0,1,1,-4,0,0,0,0,0,0,0,0
2025-04-02,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-04-03,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-04-04,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-04-05,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-06,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-04-07,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-04-08,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-04-09,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-04-10,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-04-11,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-04-12,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-04-13,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-04-14,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-04-15,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-04-16,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-04-17,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
2025-04-18,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,0,13,0,0,0,0,0,0,0,0
2025-04-19,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,0,14,0,0,0,0,0,0,0,0
2025-04-20,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,0,15,0,0,0,0,0,0,0,0
2025-04-21,102274,102274,0,0,0,1,0,0,0,0,0.0,,1,1,0,16,0,0,0,0,0,0,0,0
2025-04-22,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,0,17,0,0,0,0,0,0,0,0
2025-04-23,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,0,18,0,0,0,0,0,0,0,0
2025-04-24,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,0,19,0,0,0,0,0,0,0,0
2025-04-25,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,1,0,0,0,0,0,0,0,0,0
2025-04-26,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,1,1,0,0,0,0,0,0,0,0
2025-04-27,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,1,2,0,0,0,0,0,0,0,0
2025-04-28,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,1,3,0,0,0,0,0,0,0,0
2025-04-29,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,4,0,0,0,0,0,0,0,0
2025-04-30,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,0,1,5,0,0,0,0,0,0,0,0
2025-05-01,102274,102274,0,0,0,0,0,0,0,0,0.0,,1,1,1,-4,0,0,0,0,0,0,0,0
2025-05-02,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-3,0,0,0,0,0,0,0,0
2025-05-03,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-2,0,0,0,0,0,0,0,0
2025-05-04,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,1,-1,0,0,0,0,0,0,0,0
2025-05-05,102274,102274,0,0,0,1,0,0,0,0,0.0,,0,1,1,0,0,0,0,0,0,0,0,0
2025-05-06,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0,0,0,0
2025-05-07,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,2,0,0,0,0,0,0,0,0
2025-05-08,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,3,0,0,0,0,0,0,0,0
2025-05-09,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,4,0,0,0,0,0,0,0,0
2025-05-10,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,5,0,0,0,0,0,0,0,0
2025-05-11,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,6,0,0,0,0,0,0,0,0
2025-05-12,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,7,0,0,0,0,0,0,0,0
2025-05-13,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,8,0,0,0,0,0,0,0,0
2025-05-14,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,9,0,0,0,0,0,0,0,0
2025-05-15,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,10,0,0,0,0,0,0,0,0
2025-05-16,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,11,0,0,0,0,0,0,0,0
2025-05-17,102274,102274,0,0,0,0,0,0,0,0,0.0,,0,1,0,12,0,0,0,0,0,0,0,0
